id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q14625123,King of Jordan,Q810,Q810,,,1946-05-25,,,,
Q54900644,Crown Prince of Jordan,Q810,,,,1946,,,,Crown Prince of Jordan
Q7243300,Prime Minister of Jordan,Q810,Q810,,Q1323411,1921-04-11,,,,Prime Minister of Jordan
Q106785048,Minister of Agriculture of Jordan,Q810,Q810,,,,,,,
Q110066975,"Minister of Awqaf, Islamic Affairs, and Holy Places",Q810,Q810,,,,,,,
Q58488702,Minister of Culture of Jordan,Q810,Q810,,,1977,,,,
Q110067675,Minister of Digital Economy and Entrepreneurship,Q810,Q810,,,,,,,
Q54810595,Minister of Education,Q810,Q810,,,,,,,
Q110066267,Minister of Energy and Mineral Resources,Q810,Q810,,,,,,,
Q110066643,Minister of Environment,Q810,Q810,,,,,,,
Q110067022,Minister of Finance,Q810,Q810,,,,,,,
Q20716373,Minister of Foreign Affairs (Jordan),Q810,Q810,,,,,,,Minister of Foreign Affairs (Jordan)
Q110067245,Minister of Health,Q810,Q810,,,,,,,
Q110065430,Minister of Higher Education and Scientific Research,Q810,Q810,,,,,,,
Q110066325,Minister of Industry and Trade And Supply,Q810,Q810,,,,,,,
Q108307110,Minister of Information,Q810,Q810,,,,,,,
Q110257013,Minister of Information and Communication Technology,Q810,Q810,,,,,,,
Q110065338,Minister of the Interior,Q810,Q810,,,,,,,
Q110066808,Minister of Investment,Q810,Q810,,,,,,,
Q110067612,Minister of Justice,Q810,Q810,,,,,,,
Q110066504,Minister of Labour,Q810,Q810,,,,,,,
Q110066853,Minister of of Local Administration,Q810,Q810,,,,,,,
Q110066910,Minister of Planning and International Cooperation,,Q810,,,,,,,
Q110066895,Minister of Political and Parliamentary Affairs,Q810,Q810,,,,,,,
Q110257014,Minister of Public Sector Development,Q810,Q810,,,,,,,
Q105620514,Minister of Public Works and Housing of Jordan,Q810,Q810,,,1954,,,,
Q58335451,Minister of Social Development of Jordan,Q810,Q810,,,,,,,
Q110066878,Minister of Tourism and Antiquities,Q810,Q810,,,,,,,
Q110065361,Minister of Transport,Q810,Q810,,,,,,,
Q110065394,Minister of Water and Irrigation,Q810,Q810,,,,,,,
Q110067108,Minister of Youth,Q810,Q810,,,,,,,
Q55679943,Minister of Youth and Sports of Jordan,Q810,Q810,,,1976,,,,
Q110067973,Minister of State for Follow-up and Government Coordination,Q810,Q810,,,,,,,
Q110068001,Minister of State for Legal Affairs,Q810,Q810,,,,,,,
Q55498292,Jordan's Minister of State for Media Affairs,Q810,Q810,,,2005,,,,
Q110067963,Minister of State for Prime Ministry Affairs,Q810,Q810,,,,,,,
Q6594880,President of the Senate of Jordan,,,,,,,,,List of presidents of the Senate of Jordan
Q105531070,Speaker of the Chamber of Deputies of Jordan,Q810,,,Q6597909,,,,,
Q110068356,Governor of the Central Bank of Jordan,Q810,,,,,,,,
Q25463341,Chairman of the Joint Chiefs of Staff of the Jordanian Armed Forces,Q810,,,,1923-01-14,,,,Chairman of the Joint Chiefs of Staff (Jordan)
Q105712662,Mayor of Amman,Q810,Q3805,,Q27676388,,,,,
